sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
KP0117_AC_SB10	KP0117_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0117_AC_SB10.R1.fq.gz	KP0117_AC_SB10.R2.fq.gz
KP0118_AC_SB10	KP0118_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0118_AC_SB10.R1.fq.gz	KP0118_AC_SB10.R2.fq.gz
KP0119_AC_SB10	KP0119_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0119_AC_SB10.R1.fq.gz	KP0119_AC_SB10.R2.fq.gz
KP0120_AC_SB10	KP0120_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0120_AC_SB10.R1.fq.gz	KP0120_AC_SB10.R2.fq.gz
KP0121_AC_SB10	KP0121_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0121_AC_SB10.R1.fq.gz	KP0121_AC_SB10.R2.fq.gz
KP0122_AC_SB10	KP0122_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0122_AC_SB10.R1.fq.gz	KP0122_AC_SB10.R2.fq.gz
KP0123_AC_SB10	KP0123_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0123_AC_SB10.R1.fq.gz	KP0123_AC_SB10.R2.fq.gz
KP0124_AC_SB10	KP0124_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0124_AC_SB10.R1.fq.gz	KP0124_AC_SB10.R2.fq.gz
KP0125_AC_SB10	KP0125_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0125_AC_SB10.R1.fq.gz	KP0125_AC_SB10.R2.fq.gz
KP0126_AC_SB10	KP0126_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0126_AC_SB10.R1.fq.gz	KP0126_AC_SB10.R2.fq.gz
KP0127_AC_SB10	KP0127_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0127_AC_SB10.R1.fq.gz	KP0127_AC_SB10.R2.fq.gz
KP0128_LM_SB10	KP0128_LM_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0128_LM_SB10.R1.fq.gz	KP0128_LM_SB10.R2.fq.gz
KP0129_AC_SB10	KP0129_AC_SB10.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0129_AC_SB10.R1.fq.gz	KP0129_AC_SB10.R2.fq.gz
KP0130_AC_SB05	KP0130_AC_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0130_AC_SB05.R1.fq.gz	KP0130_AC_SB05.R2.fq.gz
KP0131_HU_SB05	KP0131_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0131_HU_SB05.R1.fq.gz	KP0131_HU_SB05.R2.fq.gz
KP0132_HU_SB05	KP0132_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0132_HU_SB05.R1.fq.gz	KP0132_HU_SB05.R2.fq.gz
KP0134_HU_SB05	KP0134_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0134_HU_SB05.R1.fq.gz	KP0134_HU_SB05.R2.fq.gz
KP0135_HU_SB05	KP0135_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0135_HU_SB05.R1.fq.gz	KP0135_HU_SB05.R2.fq.gz
KP0137_HU_SB05	KP0137_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0137_HU_SB05.R1.fq.gz	KP0137_HU_SB05.R2.fq.gz
KP0138_HU_SB05	KP0138_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0138_HU_SB05.R1.fq.gz	KP0138_HU_SB05.R2.fq.gz
KP0139_HU_SB05	KP0139_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0139_HU_SB05.R1.fq.gz	KP0139_HU_SB05.R2.fq.gz
KP0140_HU_SB05	KP0140_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0140_HU_SB05.R1.fq.gz	KP0140_HU_SB05.R2.fq.gz
KP0141_HU_SB05	KP0141_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0141_HU_SB05.R1.fq.gz	KP0141_HU_SB05.R2.fq.gz
KP0142_HU_SB05	KP0142_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0142_HU_SB05.R1.fq.gz	KP0142_HU_SB05.R2.fq.gz
KP0143_HU_SB05	KP0143_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0143_HU_SB05.R1.fq.gz	KP0143_HU_SB05.R2.fq.gz
KP0144_LM_SB05	KP0144_LM_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0144_LM_SB05.R1.fq.gz	KP0144_LM_SB05.R2.fq.gz
KP0145_HU_SB05	KP0145_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0145_HU_SB05.R1.fq.gz	KP0145_HU_SB05.R2.fq.gz
KP0146_HU_SB05	KP0146_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0146_HU_SB05.R1.fq.gz	KP0146_HU_SB05.R2.fq.gz
KP0147_HU_SB05	KP0147_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0147_HU_SB05.R1.fq.gz	KP0147_HU_SB05.R2.fq.gz
KP0148_HU_SB05	KP0148_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0148_HU_SB05.R1.fq.gz	KP0148_HU_SB05.R2.fq.gz
KP0149_HU_SB05	KP0149_HU_SB05.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0149_HU_SB05.R1.fq.gz	KP0149_HU_SB05.R2.fq.gz
KP0150_AC_SQ12	KP0150_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0150_AC_SQ12.R1.fq.gz	KP0150_AC_SQ12.R2.fq.gz
KP0151_AC_SQ12	KP0151_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0151_AC_SQ12.R1.fq.gz	KP0151_AC_SQ12.R2.fq.gz
KP0152_AC_SQ12	KP0152_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0152_AC_SQ12.R1.fq.gz	KP0152_AC_SQ12.R2.fq.gz
KP0153_AC_SQ12	KP0153_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0153_AC_SQ12.R1.fq.gz	KP0153_AC_SQ12.R2.fq.gz
KP0154_AC_SQ12	KP0154_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0154_AC_SQ12.R1.fq.gz	KP0154_AC_SQ12.R2.fq.gz
KP0156_AC_SQ12	KP0156_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0156_AC_SQ12.R1.fq.gz	KP0156_AC_SQ12.R2.fq.gz
KP0157_AC_SQ12	KP0157_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0157_AC_SQ12.R1.fq.gz	KP0157_AC_SQ12.R2.fq.gz
KP0158_AC_SQ12	KP0158_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0158_AC_SQ12.R1.fq.gz	KP0158_AC_SQ12.R2.fq.gz
KP0159_AC_SQ12	KP0159_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0159_AC_SQ12.R1.fq.gz	KP0159_AC_SQ12.R2.fq.gz
KP0160_AC_SQ12	KP0160_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0160_AC_SQ12.R1.fq.gz	KP0160_AC_SQ12.R2.fq.gz
KP0161_AC_SQ12	KP0161_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0161_AC_SQ12.R1.fq.gz	KP0161_AC_SQ12.R2.fq.gz
KP0162_AC_SQ12	KP0162_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0162_AC_SQ12.R1.fq.gz	KP0162_AC_SQ12.R2.fq.gz
KP0164_AC_SQ12	KP0164_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0164_AC_SQ12.R1.fq.gz	KP0164_AC_SQ12.R2.fq.gz
KP0166_AC_SQ12	KP0166_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0166_AC_SQ12.R1.fq.gz	KP0166_AC_SQ12.R2.fq.gz
KP0167_AC_SQ12	KP0167_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0167_AC_SQ12.R1.fq.gz	KP0167_AC_SQ12.R2.fq.gz
KP0168_AC_SQ12	KP0168_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0168_AC_SQ12.R1.fq.gz	KP0168_AC_SQ12.R2.fq.gz
KP0169_AC_SQ12	KP0169_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0169_AC_SQ12.R1.fq.gz	KP0169_AC_SQ12.R2.fq.gz
KP0170_AC_SQ12	KP0170_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0170_AC_SQ12.R1.fq.gz	KP0170_AC_SQ12.R2.fq.gz
KP0171_AC_SQ12	KP0171_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0171_AC_SQ12.R1.fq.gz	KP0171_AC_SQ12.R2.fq.gz
KP0172_AC_SQ12	KP0172_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0172_AC_SQ12.R1.fq.gz	KP0172_AC_SQ12.R2.fq.gz
KP0173_AC_SQ12	KP0173_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0173_AC_SQ12.R1.fq.gz	KP0173_AC_SQ12.R2.fq.gz
KP0174_AC_SQ12	KP0174_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0174_AC_SQ12.R1.fq.gz	KP0174_AC_SQ12.R2.fq.gz
KP0175_AC_SQ12	KP0175_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0175_AC_SQ12.R1.fq.gz	KP0175_AC_SQ12.R2.fq.gz
KP0176_AC_SQ12	KP0176_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0176_AC_SQ12.R1.fq.gz	KP0176_AC_SQ12.R2.fq.gz
KP0177_AC_SQ12	KP0177_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0177_AC_SQ12.R1.fq.gz	KP0177_AC_SQ12.R2.fq.gz
KP0178_AC_SQ12	KP0178_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0178_AC_SQ12.R1.fq.gz	KP0178_AC_SQ12.R2.fq.gz
KP0179_AC_SQ12	KP0179_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0179_AC_SQ12.R1.fq.gz	KP0179_AC_SQ12.R2.fq.gz
KP0181_AC_SQ12	KP0181_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0181_AC_SQ12.R1.fq.gz	KP0181_AC_SQ12.R2.fq.gz
KP0182_AC_SQ12	KP0182_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0182_AC_SQ12.R1.fq.gz	KP0182_AC_SQ12.R2.fq.gz
KP0183_AC_SQ12	KP0183_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0183_AC_SQ12.R1.fq.gz	KP0183_AC_SQ12.R2.fq.gz
KP0184_AC_SQ12	KP0184_AC_SQ12.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0184_AC_SQ12.R1.fq.gz	KP0184_AC_SQ12.R2.fq.gz
